service_id,active_days_per_week,start_date,end_date,exception_count,service_stability_level
1220,7,2025-04-04,2025-12-13,109,Unstable
1221,5,2025-04-04,2025-12-13,124,Unstable
1225,5,2025-04-04,2025-12-13,20,Unstable
1226,2,2025-04-04,2025-12-13,12,Unstable
1228,2,2025-04-04,2025-12-13,12,Unstable
1229,5,2025-04-04,2025-12-13,6,Stable
123,2,2025-04-04,2025-12-13,9,Limited
1233,5,2025-04-04,2025-12-13,20,Unstable
1234,7,2025-04-04,2025-12-13,6,Stable
1235,7,2025-04-04,2025-12-13,5,Stable
1237,7,2025-04-04,2025-12-13,15,Limited
124,7,2025-04-04,2025-12-13,38,Unstable
1241,5,2025-04-04,2025-12-13,13,Limited
1242,2,2025-04-04,2025-12-13,11,Unstable
1243,5,2025-04-04,2025-12-13,11,Limited
1245,5,2025-04-04,2025-12-13,44,Unstable
1247,7,2025-04-04,2025-12-13,7,Stable
1248,7,2025-04-04,2025-12-13,9,Stable
1258,7,2025-04-04,2025-12-13,24,Unstable
1259,5,2025-04-04,2025-12-13,77,Unstable
1260,7,2025-04-04,2025-12-13,105,Unstable
1261,7,2025-04-04,2025-12-13,9,Stable
1262,7,2025-04-04,2025-12-13,89,Unstable
1265,7,2025-04-04,2025-12-13,60,Unstable
1267,5,2025-04-04,2025-12-13,86,Unstable
1272,7,2025-04-04,2025-12-13,59,Unstable
1274,2,2025-04-04,2025-12-13,36,Unstable
1283,7,2025-04-04,2025-12-13,18,Limited
1284,2,2025-04-04,2025-12-13,41,Unstable
1285,5,2025-04-04,2025-12-13,45,Unstable
1286,2,2025-04-04,2025-12-13,10,Limited
1288,5,2025-04-04,2025-12-13,51,Unstable
1289,5,2025-04-04,2025-12-13,63,Unstable
1290,7,2025-04-04,2025-12-13,67,Unstable
1291,7,2025-04-04,2025-12-13,88,Unstable
1292,2,2025-04-04,2025-12-13,27,Unstable
1293,2,2025-04-04,2025-12-13,24,Unstable
1296,5,2025-04-04,2025-12-13,42,Unstable
130,6,2025-04-04,2025-12-13,58,Unstable
1300,3,2025-04-04,2025-12-13,88,Unstable
1304,3,2025-04-04,2025-12-13,84,Unstable
131,6,2025-04-04,2025-12-13,17,Limited
1311,2,2025-04-04,2025-12-13,84,Unstable
1312,7,2025-04-04,2025-12-13,126,Unstable
1316,2,2025-04-04,2025-12-13,2,Limited
1321,7,2025-04-04,2025-12-13,98,Unstable
1322,7,2025-04-04,2025-12-13,2,Stable
1323,6,2025-04-04,2025-12-13,7,Stable
1326,7,2025-04-04,2025-12-13,2,Stable
1327,2,2025-04-04,2025-12-13,30,Unstable
1329,5,2025-04-04,2025-12-13,73,Unstable
133,2,2025-04-04,2025-12-13,9,Limited
1331,7,2025-04-04,2025-12-13,63,Unstable
1334,5,2025-04-04,2025-12-13,63,Unstable
134,6,2025-04-04,2025-12-13,18,Limited
1344,2,2025-04-04,2025-12-13,8,Limited
1346,7,2025-04-04,2025-12-13,2,Stable
1347,7,2025-04-04,2025-12-13,3,Stable
1348,7,2025-04-04,2025-12-13,4,Stable
1349,2,2025-04-04,2025-12-13,9,Limited
135,7,2025-04-04,2025-12-13,15,Limited
1350,7,2025-04-04,2025-12-13,2,Stable
1351,7,2025-04-04,2025-12-13,2,Stable
1365,7,2025-04-04,2025-12-13,1,Stable
1366,5,2025-04-04,2025-12-13,8,Limited
1367,4,2025-04-04,2025-12-13,89,Unstable
137,5,2025-04-04,2025-12-13,16,Limited
1370,5,2025-04-04,2025-12-13,8,Limited
1371,3,2025-04-04,2025-12-13,124,Unstable
1374,7,2025-04-04,2025-12-13,1,Stable
1375,7,2025-04-04,2025-12-13,4,Stable
1376,7,2025-04-04,2025-12-13,5,Stable
1377,7,2025-04-04,2025-12-13,6,Stable
1380,4,2025-04-04,2025-12-13,7,Limited
1381,3,2025-04-04,2025-12-13,5,Limited
1384,7,2025-04-04,2025-12-13,32,Unstable
1386,7,2025-04-04,2025-12-13,18,Limited
1390,6,2025-04-04,2025-12-13,19,Unstable
1396,7,2025-04-04,2025-12-13,34,Unstable
1399,5,2025-04-04,2025-12-13,26,Unstable
1402,2,2025-04-04,2025-12-13,14,Unstable
1404,7,2025-04-04,2025-12-13,9,Stable
1414,7,2025-04-04,2025-12-13,6,Stable
1415,2,2025-04-04,2025-12-13,13,Unstable
1416,5,2025-04-04,2025-12-13,25,Unstable
1418,7,2025-04-04,2025-12-13,31,Unstable
1421,6,2025-04-04,2025-12-13,28,Unstable
1424,7,2025-04-04,2025-12-13,18,Limited
1428,2,2025-04-04,2025-12-13,14,Unstable
143,2,2025-04-04,2025-12-13,56,Unstable
1436,5,2025-04-04,2025-12-13,42,Unstable
1437,6,2025-04-04,2025-12-13,51,Unstable
1442,7,2025-04-04,2025-12-13,56,Unstable
1452,4,2025-04-04,2025-12-13,10,Limited
1454,2,2025-04-04,2025-12-13,18,Unstable
1456,4,2025-04-04,2025-12-13,34,Unstable
1459,5,2025-04-04,2025-12-13,37,Unstable
1460,4,2025-04-04,2025-12-13,30,Unstable
1463,7,2025-04-04,2025-12-13,50,Unstable
1468,5,2025-04-04,2025-12-13,7,Limited
1469,4,2025-04-04,2025-12-13,14,Limited
1471,7,2025-04-04,2025-12-13,60,Unstable
1474,2,2025-04-04,2025-12-13,29,Unstable
1487,6,2025-04-04,2025-12-13,10,Limited
1489,5,2025-04-04,2025-12-13,16,Limited
149,5,2025-04-04,2025-12-13,40,Unstable
1490,5,2025-04-04,2025-12-13,44,Unstable
1491,6,2025-04-04,2025-12-13,42,Unstable
1495,7,2025-04-04,2025-12-13,50,Unstable
150,5,2025-04-04,2025-12-13,56,Unstable
1500,7,2025-04-04,2025-12-13,59,Unstable
1502,6,2025-04-04,2025-12-13,16,Limited
1504,7,2025-04-04,2025-12-13,59,Unstable
1507,2,2025-04-04,2025-12-13,23,Unstable
1511,5,2025-04-04,2025-12-13,45,Unstable
1516,4,2025-04-04,2025-12-13,31,Unstable
1517,2,2025-04-04,2025-12-13,16,Unstable
1519,5,2025-04-04,2025-12-13,26,Unstable
152,5,2025-04-04,2025-12-13,23,Unstable
1521,7,2025-04-04,2025-12-13,58,Unstable
154,3,2025-04-04,2025-12-13,74,Unstable
1542,2,2025-04-04,2025-12-13,17,Unstable
1543,2,2025-04-04,2025-12-13,31,Unstable
1544,5,2025-04-04,2025-12-13,23,Unstable
1545,5,2025-04-04,2025-12-13,18,Unstable
1547,5,2025-04-04,2025-12-13,39,Unstable
1549,7,2025-04-04,2025-12-13,86,Unstable
1553,5,2025-04-04,2025-12-13,81,Unstable
1559,2,2025-04-04,2025-12-13,34,Unstable
156,7,2025-04-04,2025-12-13,9,Stable
1563,3,2025-04-04,2025-12-13,2,Stable
1566,7,2025-04-04,2025-12-13,52,Unstable
1567,2,2025-04-04,2025-12-13,3,Limited
1569,6,2025-04-04,2025-12-13,97,Unstable
157,2,2025-04-04,2025-12-13,10,Limited
1571,7,2025-04-04,2025-12-13,111,Unstable
1572,2,2025-04-04,2025-12-13,75,Unstable
1575,4,2025-04-04,2025-12-13,65,Unstable
1577,4,2025-04-04,2025-12-13,5,Limited
1578,2,2025-04-04,2025-12-13,2,Limited
1579,2,2025-04-04,2025-12-13,3,Limited
1580,2,2025-04-04,2025-12-13,2,Limited
1581,4,2025-04-04,2025-12-13,17,Unstable
1582,5,2025-04-04,2025-12-13,75,Unstable
1587,5,2025-04-04,2025-12-13,76,Unstable
1592,5,2025-04-04,2025-12-13,48,Unstable
1594,5,2025-04-04,2025-12-13,50,Unstable
1598,2,2025-04-04,2025-12-13,7,Limited
1599,5,2025-04-04,2025-12-13,11,Limited
16,2,2025-04-04,2025-12-13,14,Unstable
160,2,2025-04-04,2025-12-13,9,Limited
1600,6,2025-04-04,2025-12-13,65,Unstable
1602,2,2025-04-04,2025-12-13,6,Limited
1603,5,2025-04-04,2025-12-13,7,Limited
1605,4,2025-04-04,2025-12-13,8,Limited
161,2,2025-04-04,2025-12-13,16,Unstable
162,7,2025-04-04,2025-12-13,37,Unstable
1622,2,2025-04-04,2025-12-13,32,Unstable
1625,2,2025-04-04,2025-12-13,32,Unstable
1627,5,2025-04-04,2025-12-13,8,Limited
1628,5,2025-04-04,2025-12-13,9,Limited
1653,5,2025-04-04,2025-12-13,38,Unstable
1658,5,2025-04-04,2025-12-13,10,Limited
1659,5,2025-04-04,2025-12-13,17,Unstable
166,5,2025-04-04,2025-12-13,29,Unstable
1662,6,2025-04-04,2025-12-13,21,Unstable
1665,7,2025-04-04,2025-12-13,21,Unstable
1667,7,2025-04-04,2025-12-13,25,Unstable
1669,7,2025-04-04,2025-12-13,8,Stable
1670,2,2025-04-04,2025-12-13,8,Limited
1671,2,2025-04-04,2025-12-13,8,Limited
1676,6,2025-04-04,2025-12-13,9,Limited
1677,7,2025-04-04,2025-12-13,5,Stable
1678,7,2025-04-04,2025-12-13,9,Stable
1679,7,2025-04-04,2025-12-13,10,Stable
1681,7,2025-04-04,2025-12-13,22,Unstable
1684,2,2025-04-04,2025-12-13,6,Limited
1686,7,2025-04-04,2025-12-13,4,Stable
17,5,2025-04-04,2025-12-13,30,Unstable
1724,2,2025-04-04,2025-12-13,25,Unstable
173,2,2025-04-04,2025-12-13,7,Limited
175,2,2025-04-04,2025-12-13,8,Limited
178,5,2025-04-04,2025-12-13,31,Unstable
1792,2,2025-04-04,2025-12-13,12,Unstable
1793,2,2025-04-04,2025-12-13,33,Unstable
180,7,2025-04-04,2025-12-13,45,Unstable
1801,5,2025-04-04,2025-12-13,19,Unstable
1803,5,2025-04-04,2025-12-13,18,Unstable
1805,7,2025-04-04,2025-12-13,20,Limited
1806,2,2025-04-04,2025-12-13,69,Unstable
1808,7,2025-04-04,2025-12-13,21,Unstable
1809,7,2025-04-04,2025-12-13,22,Unstable
1810,5,2025-04-04,2025-12-13,19,Unstable
1811,2,2025-04-04,2025-12-13,10,Limited
1812,5,2025-04-04,2025-12-13,20,Unstable
1813,5,2025-04-04,2025-12-13,21,Unstable
1815,5,2025-04-04,2025-12-13,20,Unstable
1817,2,2025-04-04,2025-12-13,9,Limited
1819,5,2025-04-04,2025-12-13,77,Unstable
182,6,2025-04-04,2025-12-13,44,Unstable
1821,5,2025-04-04,2025-12-13,21,Unstable
1823,5,2025-04-04,2025-12-13,21,Unstable
1824,5,2025-04-04,2025-12-13,20,Unstable
1826,5,2025-04-04,2025-12-13,16,Limited
1827,5,2025-04-04,2025-12-13,12,Limited
1828,7,2025-04-04,2025-12-13,14,Limited
1829,7,2025-04-04,2025-12-13,15,Limited
183,6,2025-04-04,2025-12-13,32,Unstable
1830,7,2025-04-04,2025-12-13,19,Limited
1831,7,2025-04-04,2025-12-13,21,Unstable
1832,5,2025-04-04,2025-12-13,20,Unstable
1833,5,2025-04-04,2025-12-13,78,Unstable
1834,5,2025-04-04,2025-12-13,19,Unstable
1835,5,2025-04-04,2025-12-13,68,Unstable
1836,6,2025-04-04,2025-12-13,81,Unstable
1841,2,2025-04-04,2025-12-13,76,Unstable
1843,7,2025-04-04,2025-12-13,88,Unstable
1846,2,2025-04-04,2025-12-13,64,Unstable
1853,3,2025-04-04,2025-12-13,45,Unstable
1854,4,2025-04-04,2025-12-13,57,Unstable
1856,7,2025-04-04,2025-12-13,89,Unstable
1857,7,2025-04-04,2025-12-13,89,Unstable
1858,2,2025-04-04,2025-12-13,33,Unstable
1859,5,2025-04-04,2025-12-13,70,Unstable
1860,3,2025-04-04,2025-12-13,46,Unstable
1861,4,2025-04-04,2025-12-13,61,Unstable
1862,7,2025-04-04,2025-12-13,94,Unstable
1863,6,2025-04-04,2025-12-13,85,Unstable
1866,7,2025-04-04,2025-12-13,93,Unstable
1869,2,2025-04-04,2025-12-13,32,Unstable
1870,5,2025-04-04,2025-12-13,72,Unstable
1872,7,2025-04-04,2025-12-13,95,Unstable
1874,5,2025-04-04,2025-12-13,13,Limited
1876,5,2025-04-04,2025-12-13,70,Unstable
1877,7,2025-04-04,2025-12-13,90,Unstable
1878,7,2025-04-04,2025-12-13,90,Unstable
1879,6,2025-04-04,2025-12-13,83,Unstable
1880,2,2025-04-04,2025-12-13,34,Unstable
1882,2,2025-04-04,2025-12-13,34,Unstable
1883,3,2025-04-04,2025-12-13,47,Unstable
1884,6,2025-04-04,2025-12-13,87,Unstable
1885,2,2025-04-04,2025-12-13,32,Unstable
1886,7,2025-04-04,2025-12-13,95,Unstable
1888,6,2025-04-04,2025-12-13,86,Unstable
1889,7,2025-04-04,2025-12-13,94,Unstable
1890,7,2025-04-04,2025-12-13,94,Unstable
1892,6,2025-04-04,2025-12-13,14,Limited
1893,6,2025-04-04,2025-12-13,12,Limited
1894,7,2025-04-04,2025-12-13,10,Stable
1895,2,2025-04-04,2025-12-13,8,Limited
1896,7,2025-04-04,2025-12-13,12,Limited
1897,5,2025-04-04,2025-12-13,10,Limited
1899,2,2025-04-04,2025-12-13,14,Unstable
1900,7,2025-04-04,2025-12-13,16,Limited
1901,7,2025-04-04,2025-12-13,11,Limited
1902,7,2025-04-04,2025-12-13,13,Limited
1903,7,2025-04-04,2025-12-13,14,Limited
1904,5,2025-04-04,2025-12-13,13,Limited
1905,2,2025-04-04,2025-12-13,9,Limited
1906,7,2025-04-04,2025-12-13,93,Unstable
1907,7,2025-04-04,2025-12-13,12,Limited
1908,7,2025-04-04,2025-12-13,13,Limited
1910,7,2025-04-04,2025-12-13,14,Limited
1911,5,2025-04-04,2025-12-13,12,Limited
1913,6,2025-04-04,2025-12-13,19,Unstable
1917,7,2025-04-04,2025-12-13,19,Limited
192,5,2025-04-04,2025-12-13,8,Limited
1920,6,2025-04-04,2025-12-13,21,Unstable
1923,6,2025-04-04,2025-12-13,22,Unstable
1925,6,2025-04-04,2025-12-13,24,Unstable
1926,6,2025-04-04,2025-12-13,23,Unstable
1927,6,2025-04-04,2025-12-13,25,Unstable
193,7,2025-04-04,2025-12-13,2,Stable
1930,5,2025-04-04,2025-12-13,11,Limited
1932,5,2025-04-04,2025-12-13,70,Unstable
1934,6,2025-04-04,2025-12-13,84,Unstable
1935,6,2025-04-04,2025-12-13,85,Unstable
1936,6,2025-04-04,2025-12-13,86,Unstable
1938,7,2025-04-04,2025-12-13,95,Unstable
1939,7,2025-04-04,2025-12-13,96,Unstable
194,7,2025-04-04,2025-12-13,3,Stable
1940,7,2025-04-04,2025-12-13,97,Unstable
1942,7,2025-04-04,2025-12-13,96,Unstable
1943,7,2025-04-04,2025-12-13,95,Unstable
1944,6,2025-04-04,2025-12-13,86,Unstable
1947,6,2025-04-04,2025-12-13,87,Unstable
1949,6,2025-04-04,2025-12-13,89,Unstable
1950,6,2025-04-04,2025-12-13,93,Unstable
1951,6,2025-04-04,2025-12-13,94,Unstable
1952,6,2025-04-04,2025-12-13,24,Unstable
1953,6,2025-04-04,2025-12-13,22,Unstable
1954,6,2025-04-04,2025-12-13,15,Limited
1956,6,2025-04-04,2025-12-13,20,Unstable
1959,6,2025-04-04,2025-12-13,22,Unstable
1961,7,2025-04-04,2025-12-13,21,Unstable
1963,7,2025-04-04,2025-12-13,22,Unstable
1966,5,2025-04-04,2025-12-13,63,Unstable
1967,2,2025-04-04,2025-12-13,27,Unstable
1968,2,2025-04-04,2025-12-13,28,Unstable
1970,6,2025-04-04,2025-12-13,76,Unstable
198,2,2025-04-04,2025-12-13,9,Limited
1984,7,2025-04-04,2025-12-13,94,Unstable
1985,7,2025-04-04,2025-12-13,97,Unstable
1986,7,2025-04-04,2025-12-13,98,Unstable
1987,7,2025-04-04,2025-12-13,97,Unstable
1988,7,2025-04-04,2025-12-13,96,Unstable
1989,7,2025-04-04,2025-12-13,98,Unstable
1990,6,2025-04-04,2025-12-13,93,Unstable
1992,7,2025-04-04,2025-12-13,103,Unstable
1993,7,2025-04-04,2025-12-13,104,Unstable
1996,5,2025-04-04,2025-12-13,78,Unstable
1997,2,2025-04-04,2025-12-13,31,Unstable
1998,2,2025-04-04,2025-12-13,32,Unstable
1999,5,2025-04-04,2025-12-13,77,Unstable
2,6,2025-04-04,2025-12-13,8,Stable
2001,2,2025-04-04,2025-12-13,33,Unstable
2002,2,2025-04-04,2025-12-13,32,Unstable
2003,2,2025-04-04,2025-12-13,10,Limited
2004,2,2025-04-04,2025-12-13,9,Limited
2005,2,2025-04-04,2025-12-13,11,Unstable
2006,2,2025-04-04,2025-12-13,7,Limited
2007,2,2025-04-04,2025-12-13,10,Limited
2010,7,2025-04-04,2025-12-13,27,Unstable
2011,7,2025-04-04,2025-12-13,19,Limited
2013,7,2025-04-04,2025-12-13,20,Limited
2014,2,2025-04-04,2025-12-13,27,Unstable
2016,5,2025-04-04,2025-12-13,18,Unstable
2017,2,2025-04-04,2025-12-13,22,Unstable
202,4,2025-04-04,2025-12-13,85,Unstable
2021,7,2025-04-04,2025-12-13,3,Stable
2022,7,2025-04-04,2025-12-13,4,Stable
2023,2,2025-04-04,2025-12-13,18,Unstable
2024,5,2025-04-04,2025-12-13,10,Limited
2025,2,2025-04-04,2025-12-13,10,Limited
2026,2,2025-04-04,2025-12-13,19,Unstable
2027,7,2025-04-04,2025-12-13,48,Unstable
2028,5,2025-04-04,2025-12-13,49,Unstable
2029,5,2025-04-04,2025-12-13,42,Unstable
2034,5,2025-04-04,2025-12-13,9,Limited
2037,2,2025-04-04,2025-12-13,7,Limited
2038,7,2025-04-04,2025-12-13,2,Stable
2039,7,2025-04-04,2025-12-13,3,Stable
204,5,2025-04-04,2025-12-13,59,Unstable
2040,7,2025-04-04,2025-12-13,3,Stable
2043,5,2025-04-04,2025-12-13,17,Unstable
2047,4,2025-04-04,2025-12-13,11,Limited
2049,5,2025-04-04,2025-12-13,14,Limited
2050,5,2025-04-04,2025-12-13,37,Unstable
2051,2,2025-04-04,2025-12-13,32,Unstable
2052,7,2025-04-04,2025-12-13,11,Limited
2053,7,2025-04-04,2025-12-13,12,Limited
2054,2,2025-04-04,2025-12-13,9,Limited
2055,5,2025-04-04,2025-12-13,11,Limited
2056,7,2025-04-04,2025-12-13,12,Limited
2057,5,2025-04-04,2025-12-13,12,Limited
2058,7,2025-04-04,2025-12-13,13,Limited
2059,7,2025-04-04,2025-12-13,12,Limited
2060,5,2025-04-04,2025-12-13,12,Limited
2061,5,2025-04-04,2025-12-13,13,Limited
2062,5,2025-04-04,2025-12-13,15,Limited
2063,7,2025-04-04,2025-12-13,14,Limited
2064,7,2025-04-04,2025-12-13,15,Limited
2065,7,2025-04-04,2025-12-13,14,Limited
2066,7,2025-04-04,2025-12-13,5,Stable
2067,5,2025-04-04,2025-12-13,16,Limited
2071,5,2025-04-04,2025-12-13,80,Unstable
2072,5,2025-04-04,2025-12-13,32,Unstable
2075,6,2025-04-04,2025-12-13,96,Unstable
2076,6,2025-04-04,2025-12-13,24,Unstable
2080,6,2025-04-04,2025-12-13,33,Unstable
2083,6,2025-04-04,2025-12-13,95,Unstable
2085,2,2025-04-04,2025-12-13,76,Unstable
2091,2,2025-04-04,2025-12-13,75,Unstable
2092,7,2025-04-04,2025-12-13,22,Unstable
2094,7,2025-04-04,2025-12-13,25,Unstable
2095,7,2025-04-04,2025-12-13,23,Unstable
2096,7,2025-04-04,2025-12-13,24,Unstable
2097,7,2025-04-04,2025-12-13,24,Unstable
2098,5,2025-04-04,2025-12-13,19,Unstable
2099,5,2025-04-04,2025-12-13,21,Unstable
2103,5,2025-04-04,2025-12-13,76,Unstable
2104,5,2025-04-04,2025-12-13,18,Unstable
2106,5,2025-04-04,2025-12-13,17,Unstable
2108,6,2025-04-04,2025-12-13,19,Unstable
2112,2,2025-04-04,2025-12-13,57,Unstable
2113,4,2025-04-04,2025-12-13,62,Unstable
2114,5,2025-04-04,2025-12-13,16,Limited
2115,7,2025-04-04,2025-12-13,18,Limited
2116,2,2025-04-04,2025-12-13,76,Unstable
2118,6,2025-04-04,2025-12-13,91,Unstable
2119,7,2025-04-04,2025-12-13,19,Limited
2120,6,2025-04-04,2025-12-13,92,Unstable
2122,7,2025-04-04,2025-12-13,106,Unstable
2123,7,2025-04-04,2025-12-13,107,Unstable
2124,7,2025-04-04,2025-12-13,20,Limited
2127,2,2025-04-04,2025-12-13,76,Unstable
2128,5,2025-04-04,2025-12-13,77,Unstable
2129,7,2025-04-04,2025-12-13,19,Limited
2130,7,2025-04-04,2025-12-13,14,Limited
2131,7,2025-04-04,2025-12-13,15,Limited
2133,7,2025-04-04,2025-12-13,14,Limited
2135,7,2025-04-04,2025-12-13,18,Limited
2138,7,2025-04-04,2025-12-13,19,Limited
2139,7,2025-04-04,2025-12-13,21,Unstable
2141,7,2025-04-04,2025-12-13,22,Unstable
2142,7,2025-04-04,2025-12-13,21,Unstable
2145,5,2025-04-04,2025-12-13,19,Unstable
2146,2,2025-04-04,2025-12-13,9,Limited
2148,7,2025-04-04,2025-12-13,47,Unstable
2151,5,2025-04-04,2025-12-13,20,Unstable
2152,2,2025-04-04,2025-12-13,32,Unstable
2153,5,2025-04-04,2025-12-13,11,Limited
2158,2,2025-04-04,2025-12-13,36,Unstable
2159,5,2025-04-04,2025-12-13,15,Limited
2160,5,2025-04-04,2025-12-13,14,Limited
2163,4,2025-04-04,2025-12-13,14,Limited
2164,4,2025-04-04,2025-12-13,15,Unstable
2169,2,2025-04-04,2025-12-13,10,Limited
2170,2,2025-04-04,2025-12-13,10,Limited
2171,7,2025-04-04,2025-12-13,14,Limited
2172,5,2025-04-04,2025-12-13,14,Limited
2173,2,2025-04-04,2025-12-13,9,Limited
2174,3,2025-04-04,2025-12-13,14,Unstable
2175,4,2025-04-04,2025-12-13,18,Unstable
2177,5,2025-04-04,2025-12-13,13,Limited
2185,5,2025-04-04,2025-12-13,9,Limited
2186,5,2025-04-04,2025-12-13,12,Limited
2187,5,2025-04-04,2025-12-13,18,Unstable
2188,5,2025-04-04,2025-12-13,75,Unstable
2189,7,2025-04-04,2025-12-13,9,Stable
219,5,2025-04-04,2025-12-13,20,Unstable
2190,2,2025-04-04,2025-12-13,12,Unstable
2191,5,2025-04-04,2025-12-13,13,Limited
2193,4,2025-04-04,2025-12-13,11,Limited
2194,5,2025-04-04,2025-12-13,16,Limited
2196,5,2025-04-04,2025-12-13,12,Limited
2197,4,2025-04-04,2025-12-13,67,Unstable
2198,3,2025-04-04,2025-12-13,67,Unstable
22,5,2025-04-04,2025-12-13,14,Limited
2202,6,2025-04-04,2025-12-13,12,Limited
2203,7,2025-04-04,2025-12-13,13,Limited
2204,7,2025-04-04,2025-12-13,14,Limited
2205,7,2025-04-04,2025-12-13,14,Limited
2206,7,2025-04-04,2025-12-13,15,Limited
2207,5,2025-04-04,2025-12-13,11,Limited
2208,6,2025-04-04,2025-12-13,13,Limited
2209,3,2025-04-04,2025-12-13,13,Unstable
221,2,2025-04-04,2025-12-13,16,Unstable
2210,7,2025-04-04,2025-12-13,14,Limited
2220,2,2025-04-04,2025-12-13,33,Unstable
2223,5,2025-04-04,2025-12-13,81,Unstable
2226,7,2025-04-04,2025-12-13,111,Unstable
2229,7,2025-04-04,2025-12-13,110,Unstable
2234,6,2025-04-04,2025-12-13,95,Unstable
2238,5,2025-04-04,2025-12-13,82,Unstable
2250,6,2025-04-04,2025-12-13,96,Unstable
2255,2,2025-04-04,2025-12-13,34,Unstable
2256,5,2025-04-04,2025-12-13,81,Unstable
2261,5,2025-04-04,2025-12-13,75,Unstable
2263,6,2025-04-04,2025-12-13,98,Unstable
2268,7,2025-04-04,2025-12-13,110,Unstable
2273,2,2025-04-04,2025-12-13,34,Unstable
2282,5,2025-04-04,2025-12-13,80,Unstable
2300,5,2025-04-04,2025-12-13,76,Unstable
2303,5,2025-04-04,2025-12-13,79,Unstable
2304,5,2025-04-04,2025-12-13,65,Unstable
2305,6,2025-04-04,2025-12-13,77,Unstable
2307,7,2025-04-04,2025-12-13,83,Unstable
2308,7,2025-04-04,2025-12-13,85,Unstable
2309,7,2025-04-04,2025-12-13,84,Unstable
231,5,2025-04-04,2025-12-13,73,Unstable
2310,5,2025-04-04,2025-12-13,65,Unstable
2311,2,2025-04-04,2025-12-13,29,Unstable
2312,5,2025-04-04,2025-12-13,7,Limited
2314,5,2025-04-04,2025-12-13,18,Unstable
2316,4,2025-04-04,2025-12-13,90,Unstable
2320,4,2025-04-04,2025-12-13,108,Unstable
2325,5,2025-04-04,2025-12-13,124,Unstable
2327,4,2025-04-04,2025-12-13,124,Unstable
2331,4,2025-04-04,2025-12-13,66,Unstable
2334,2,2025-04-04,2025-12-13,37,Unstable
2336,2,2025-04-04,2025-12-13,37,Unstable
2337,5,2025-04-04,2025-12-13,54,Unstable
2339,5,2025-04-04,2025-12-13,66,Unstable
2342,6,2025-04-04,2025-12-13,80,Unstable
2344,7,2025-04-04,2025-12-13,92,Unstable
2346,7,2025-04-04,2025-12-13,93,Unstable
2347,2,2025-04-04,2025-12-13,30,Unstable
2350,5,2025-04-04,2025-12-13,67,Unstable
